run_name,model,train_split,params,epochs,optimizer,scheduler,lr,weight_decay,activation,dropout,best_val_epoch,best_val_acc,best_val_error,best_val_loss,selected_weights,final_val_acc,final_val_loss,final_train_acc,final_train_loss,mean_epoch_time,mean_images_per_second,gpu_peak_memory_gb,train_time_seconds,uses_validation_for_selection,uses_test_during_training,official_test_evaluated,checkpoint_selection_split,history_csv,best_checkpoint,last_checkpoint,split_file
compact_resnet_v2_stageA,compact_resnet_v2,dev,7747170,50,sgd,cosine,0.2,0.0005,silu,0.2,47,0.928,0.07199999999999995,0.6722248933792114,raw,0.9264,0.6694932832717896,0.9214888888888889,0.6948597313774957,11.987542488093021,3755.9887705855854,4.9515838623046875,609.9275101769599,True,False,False,val,results/logs/compact_resnet_v2_stageA_history.csv,results/checkpoints/compact_resnet_v2_stageA_best_val.pt,results/checkpoints/compact_resnet_v2_stageA_last.pt,splits/cifar10_train45000_val5000_seed42.json
