run_name,model,train_split,params,epochs,optimizer,scheduler,lr,weight_decay,activation,dropout,best_val_epoch,best_val_acc,best_val_error,best_val_loss,selected_weights,final_val_acc,final_val_loss,final_train_acc,final_train_loss,mean_epoch_time,mean_images_per_second,gpu_peak_memory_gb,train_time_seconds,uses_validation_for_selection,uses_test_during_training,official_test_evaluated,checkpoint_selection_split,history_csv,best_checkpoint,last_checkpoint,split_file
champion_w4_stageB,preact_resnet_cifar,dev,5849050,150,sgd,cosine,0.2,0.0005,relu,0.3,148,0.9586,0.04139999999999999,0.40975117616653445,raw,0.9584,0.41037093181610107,0.9127111111111111,0.5105342094739278,23.564062126930803,1909.7252573443313,3.4297170639038086,3579.6649672300555,True,False,False,val,results/logs/champion_w4_stageB_history.csv,results/checkpoints/champion_w4_stageB_best_val.pt,results/checkpoints/champion_w4_stageB_last_ema.pt,splits/cifar10_train45000_val5000_seed42.json
