run_name,model,train_split,params,epochs,optimizer,scheduler,lr,weight_decay,activation,dropout,best_val_epoch,best_val_acc,best_val_error,best_val_loss,selected_weights,final_val_acc,final_val_loss,final_train_acc,final_train_loss,mean_epoch_time,mean_images_per_second,gpu_peak_memory_gb,train_time_seconds,uses_validation_for_selection,uses_test_during_training,official_test_evaluated,checkpoint_selection_split,history_csv,best_checkpoint,last_checkpoint,split_file
champion_w6_stageA,preact_resnet_cifar,dev,13144794,50,sgd,cosine,0.2,0.0005,relu,0.3,50,0.9456,0.054400000000000004,0.43504111862182615,raw,0.9456,0.43504111862182615,0.8937111111111111,0.5550675096511841,23.772436605698896,1893.123136177759,5.569211959838867,1230.385084282956,True,False,False,val,results/logs/champion_w6_stageA_history.csv,results/checkpoints/champion_w6_stageA_best_val.pt,results/checkpoints/champion_w6_stageA_last_ema.pt,splits/cifar10_train45000_val5000_seed42.json
