run_name,model,train_split,params,epochs,optimizer,scheduler,lr,weight_decay,activation,dropout,best_val_epoch,best_val_acc,best_val_error,best_val_loss,selected_weights,final_val_acc,final_val_loss,final_train_acc,final_train_loss,mean_epoch_time,mean_images_per_second,gpu_peak_memory_gb,train_time_seconds,uses_validation_for_selection,uses_test_during_training,official_test_evaluated,checkpoint_selection_split,history_csv,best_checkpoint,last_checkpoint,split_file
compact_resnet_v2_stageB,compact_resnet_v2,dev,7747170,150,sgd,cosine,0.2,0.0005,silu,0.2,138,0.9464,0.05359999999999998,0.4290398651599884,ema,0.9448,0.42833438696861265,0.9183333333333333,0.5039834420945909,23.72656184232561,1896.666609379756,4.980555057525635,3628.6271240350325,True,False,False,val,results/logs/compact_resnet_v2_stageB_history.csv,results/checkpoints/compact_resnet_v2_stageB_best_val_ema.pt,results/checkpoints/compact_resnet_v2_stageB_last_ema.pt,splits/cifar10_train45000_val5000_seed42.json
