epoch,phase,phase_epoch,global_step,train_loss,train_acc,lr_start,lr_end,epoch_time,images_per_second,peak_gpu_memory,gpu_peak_memory_gb,grad_norm,total_elapsed_time
26,base,26,5096,0.9958059243392944,0.71932,0.18660254037844387,0.1855364260160507,23.946772507042624,2087.9640454802525,3.406780242919922,3.406780242919922,1.0178387033843994,628.2538955020136
27,base,27,5292,0.9959747290229798,0.71934,0.1855364260160507,0.18443279255020154,23.975806700007524,2085.435565343639,3.406780242919922,3.406780242919922,1.0276132814788819,652.4126202159678
28,base,28,5488,0.9910372905731201,0.72136,0.18443279255020154,0.18329212407100998,23.949659125006292,2087.712386177307,3.406780242919922,3.406780242919922,1.027600573501587,676.538176372007
29,base,29,5684,0.9926855505943298,0.72024,0.18329212407100998,0.18211492091337042,23.936193063971587,2088.8868946858256,3.406780242919922,3.406780242919922,1.0361982446289062,700.644166751008
30,base,30,5880,0.9843581568145752,0.7245,0.18211492091337042,0.18090169943749476,23.92799004795961,2089.6030088521206,3.406780242919922,3.406780242919922,1.0302699100112915,724.7395260200137
31,base,31,6076,0.9860292459869385,0.72426,0.18090169943749476,0.17965299180241964,23.92714241996873,2089.677033822133,3.406780242919922,3.406780242919922,1.0287867575073242,748.8458112439839
32,base,32,6272,0.9735454655075073,0.72764,0.17965299180241964,0.178369345732584,23.95319866394857,2087.4038871165,3.406780242919922,3.406780242919922,1.0428416609954834,772.9246932059759
33,base,33,6468,0.9726143577194214,0.72834,0.178369345732584,0.17705132427757894,23.92920554400189,2089.496866415318,3.406780242919922,3.406780242919922,1.034343206176758,797.0343309479649
34,base,34,6664,0.9752547134780883,0.72856,0.17705132427757894,0.17569950556517566,23.937476279970724,2088.774915751526,3.406780242919922,3.406780242919922,1.0532530500030517,821.1171895780135
35,base,35,6860,0.9688205755996704,0.72886,0.17569950556517566,0.17431448254773946,23.965388156997506,2086.3421728223,3.406780242919922,3.406780242919922,1.0520902517700195,845.2605313860113
36,base,36,7056,0.9674558086204529,0.73074,0.17431448254773946,0.17289686274214117,23.971584726998117,2085.802860738166,3.406780242919922,3.406780242919922,1.0579627360916137,869.4126478609978
37,base,37,7252,0.9628908309555053,0.73332,0.17289686274214117,0.17144726796328036,23.951533787010703,2087.548983068291,3.406780242919922,3.406780242919922,1.0544692865753174,893.4927953319857
38,base,38,7448,0.9624389199256898,0.73294,0.17144726796328036,0.1699663340513366,23.9229008530383,2090.0475367580602,3.406780242919922,3.406780242919922,1.0624539619827271,917.584851054009
39,base,39,7644,0.9595800144577027,0.73286,0.1699663340513366,0.1684547105928689,24.00315609900281,2083.0594024290504,3.406780242919922,3.406780242919922,1.062027775001526,941.718494397006
40,base,40,7840,0.95119524974823,0.738,0.1684547105928689,0.16691306063588585,23.97063882200746,2085.8851685711006,3.406780242919922,3.406780242919922,1.0658416135787965,965.8418663599878
41,base,41,8036,0.9480402053260804,0.7378,0.16691306063588585,0.1653420603990106,23.905523077992257,2091.5668666556253,3.406780242919922,3.406780242919922,1.0716296643066405,989.9045076309703
42,base,42,8232,0.9492366786193848,0.73796,0.1653420603990106,0.163742398974869,23.925819347961806,2089.7925907084727,3.406780242919922,3.406780242919922,1.070728420753479,1013.9614286730066
43,base,43,8428,0.9442116843032837,0.741,0.163742398974869,0.16211477802783109,23.918899804994,2090.39715069004,3.406780242919922,3.406780242919922,1.0735604526901246,1038.058185805974
44,base,44,8624,0.9387362928390502,0.74296,0.16211477802783109,0.16045991148623753,23.920257391000632,2090.2785109164915,3.406780242919922,3.406780242919922,1.0786218662261964,1062.1394497670117
45,base,45,8820,0.9407832439804077,0.74222,0.16045991148623753,0.15877852522924735,23.95304649102036,2087.417148325757,3.406780242919922,3.406780242919922,1.0849066469192505,1086.2712078579934
46,base,46,9016,0.9366836811065674,0.74252,0.15877852522924735,0.15707135676844322,23.89993959001731,2092.055497114492,3.406780242919922,3.406780242919922,1.093190372276306,1110.347815037996
47,base,47,9212,0.9323013119506836,0.74648,0.15707135676844322,0.15533915492433445,23.93894551601261,2088.6467186516347,3.406780242919922,3.406780242919922,1.0930976388549805,1134.4161140570068
48,base,48,9408,0.9356354169082641,0.7424,0.15533915492433445,0.1535826794978997,23.984320020012092,2084.6953325456334,3.406780242919922,3.406780242919922,1.1113618164825438,1158.5701239519985
49,base,49,9604,0.9349885568618774,0.74594,0.1535826794978997,0.15180270093731307,23.925046126008965,2089.8601297008536,3.406780242919922,3.406780242919922,1.0844440448379518,1182.6771947969683
50,base,50,9800,0.9303576405906677,0.74812,0.15180270093731307,0.15000000000000005,23.957861682982184,2086.9976069490435,3.406780242919922,3.406780242919922,1.0924873368835448,1206.8159767669858
51,base,51,9996,0.9232401425552368,0.75092,0.15000000000000005,0.14817536741017157,23.926658073964063,2089.719335037759,3.406780242919922,3.406780242919922,1.1096743390274049,1230.923635300016
52,base,52,10192,0.9192054226493835,0.75136,0.14817536741017157,0.14632960351198623,23.952854233968537,2087.4339029330763,3.406780242919922,3.406780242919922,1.114811925201416,1255.0302623569733
53,base,53,10388,0.9183409928894043,0.75306,0.14632960351198623,0.1444635179184928,23.934894838021137,2089.0001956713777,3.406780242919922,3.406780242919922,1.116198533821106,1279.1435286530177
54,base,54,10584,0.9206095793151855,0.75078,0.1444635179184928,0.14257792915650733,23.99332284805132,2083.9131085197264,3.406780242919922,3.406780242919922,1.1148459327697753,1303.318350877962
55,base,55,10780,0.9148076468849182,0.75332,0.14257792915650733,0.14067366430758008,23.97108833695529,2085.8460532606255,3.406780242919922,3.406780242919922,1.1187477868652345,1327.4719899519696
56,base,56,10976,0.9105140979003906,0.75542,0.14067366430758008,0.13875155864521035,23.980268008017447,2085.0475892631075,3.406780242919922,3.406780242919922,1.1403682317352295,1351.7025028800126
57,base,57,11172,0.9127389361000061,0.7542,0.13875155864521035,0.1368124552684679,23.94226143998094,2088.3574479938434,3.406780242919922,3.406780242919922,1.1372936862945557,1375.8042611170094
58,base,58,11368,0.9043749671936036,0.75766,0.1368124552684679,0.1348572047321816,23.94971854198957,2087.707206760617,3.406780242919922,3.406780242919922,1.1443846667861939,1399.885038370965
59,base,59,11564,0.899237692565918,0.76064,0.1348572047321816,0.1328866646738584,23.922224475012626,2090.106630853927,3.406780242919922,3.406780242919922,1.1451730339050292,1423.9244124749675
60,base,60,11760,0.9008396171188354,0.75818,0.1328866646738584,0.13090169943749483,23.906771355948877,2091.4576567261215,3.406780242919922,3.406780242919922,1.156681191558838,1447.9853893310064
61,base,61,11956,0.8948773419952393,0.75992,0.13090169943749483,0.12890317969444723,23.991393461998086,2084.080696654784,3.406780242919922,3.406780242919922,1.1671830151367188,1472.1485502409632
62,base,62,12152,0.892921650390625,0.76228,0.12890317969444723,0.12689198206152663,23.91530779999448,2090.7111218535747,3.406780242919922,3.406780242919922,1.17123356048584,1496.218103487976
63,base,63,12348,0.8893138065338134,0.76126,0.12689198206152663,0.12486898871648552,23.956273589050397,2087.13595685655,3.406780242919922,3.406780242919922,1.161127801361084,1520.3281536719878
64,base,64,12544,0.8895617578697205,0.76306,0.12486898871648552,0.12283508701106564,23.980674438993447,2085.012251310922,3.406780242919922,3.406780242919922,1.1856752463912963,1544.4858886320144
65,base,65,12740,0.8840257579421997,0.76418,0.12283508701106564,0.120791169081776,23.970631552976556,2085.8858011102857,3.406780242919922,3.406780242919922,1.1956040127944947,1568.6342098889872
66,base,66,12936,0.8849930651474,0.76528,0.120791169081776,0.11873813145857254,23.9602144069504,2086.7926785119234,3.406780242919922,3.406780242919922,1.1861127438354493,1592.7761140799848
67,base,67,13132,0.8782565919876099,0.76778,0.11873813145857254,0.11667687467161028,23.97313400602434,2085.6680644022276,3.406780242919922,3.406780242919922,1.1843695735931397,1616.9256354509853
68,base,68,13328,0.8722942364120483,0.76992,0.11667687467161028,0.11460830285624123,23.91191283398075,2091.0079568768742,3.406780242919922,3.406780242919922,1.1993955627059936,1640.9910592469969
69,base,69,13524,0.8707908104324341,0.77246,0.11460830285624123,0.11253332335643047,23.99540616100421,2083.7321804228004,3.406780242919922,3.406780242919922,1.1989108364868164,1665.1668842610088
70,base,70,13720,0.8641305835151672,0.77246,0.11253332335643047,0.11045284632676543,23.995326003001537,2083.739141270495,3.406780242919922,3.406780242919922,1.2023858848953246,1689.34402977
71,base,71,13916,0.8623106324195862,0.77476,0.11045284632676543,0.1083677843332316,23.976747674983926,2085.353721771338,3.406780242919922,3.406780242919922,1.2224509629058837,1713.4895995649858
72,base,72,14112,0.8642149662017822,0.77454,0.1083677843332316,0.1062790519529314,23.93320763600059,2089.1474624065627,3.406780242919922,3.406780242919922,1.228001154937744,1737.581292353978
73,base,73,14308,0.8620007239532471,0.77502,0.1062790519529314,0.10418756537292002,23.942142885003705,2088.3677889717123,3.406780242919922,3.406780242919922,1.2306730669403076,1761.6768050210085
74,base,74,14504,0.8515732622718811,0.77702,0.10418756537292002,0.10209424198833575,23.965573310037144,2086.3260541761897,3.406780242919922,3.406780242919922,1.241516834754944,1785.7964340489707
75,base,75,14700,0.8547368008041382,0.77802,0.10209424198833575,0.10000000000000005,23.97010092996061,2085.9319760937765,3.406780242919922,3.406780242919922,1.2592466877746582,1809.9358315019635
76,base,76,14896,0.8444763292312623,0.78228,0.10000000000000005,0.09790575801166439,23.90204262098996,2091.8714267579667,3.406780242919922,3.406780242919922,1.2647811821746826,1834.0183412010083
77,base,77,15092,0.8431174573135376,0.78268,0.09790575801166439,0.09581243462708008,23.973088551021647,2085.67201900521,3.406780242919922,3.406780242919922,1.2645037640380858,1858.1532054169802
78,base,78,15288,0.8437677738380432,0.78324,0.09581243462708008,0.09372094804706874,23.968427298997995,2086.0776293858153,3.406780242919922,3.406780242919922,1.2707530485916139,1882.2508737460012
79,base,79,15484,0.8385190174865723,0.78318,0.09372094804706874,0.09163221566676849,23.94187162601156,2088.3914499682505,3.406780242919922,3.406780242919922,1.2867292516326905,1906.3692461989704
80,base,80,15680,0.8314301103782654,0.78606,0.09163221566676849,0.08954715367323471,23.983151317981537,2084.7969200157672,3.406780242919922,3.406780242919922,1.2848084819030763,1930.5292761019664
81,base,81,15876,0.830105710220337,0.78574,0.08954715367323471,0.08746667664356962,23.931984376045875,2089.254247134068,3.406780242919922,3.406780242919922,1.2961952062988282,1954.8594565729727
82,base,82,16072,0.8257126078033448,0.78936,0.08746667664356962,0.08539169714375891,23.984712928009685,2084.6611818984625,3.406780242919922,3.406780242919922,1.2993688394927978,1979.0247448359733
83,base,83,16268,0.8217272633361816,0.793,0.08539169714375891,0.0833231253283898,23.976939476968255,2085.3370401184416,3.406780242919922,3.406780242919922,1.3199847153472901,2003.117933808011
84,base,84,16464,0.8207281284332275,0.78996,0.0833231253283898,0.08126186854142757,23.99116818496259,2084.100266169593,3.406780242919922,3.406780242919922,1.3306055986022949,2027.229053360992
85,base,85,16660,0.8137809209632874,0.79314,0.08126186854142757,0.07920883091822409,23.9551991429762,2087.2295697303894,3.406780242919922,3.406780242919922,1.3287049153137207,2051.360336083977
86,base,86,16856,0.8087008660507202,0.7952,0.07920883091822409,0.07716491298893446,23.98113101697527,2084.972554655868,3.406780242919922,3.406780242919922,1.3473905685424805,2075.543421928014
87,base,87,17052,0.8067369618225098,0.79534,0.07716491298893446,0.07513101128351456,23.932402035046834,2089.2177862790177,3.406780242919922,3.406780242919922,1.3590887063598633,2099.7370296359877
88,base,88,17248,0.7959234971237182,0.80164,0.07513101128351456,0.07310801793847348,23.985516756016295,2084.5913185280233,3.406780242919922,3.406780242919922,1.363306601638794,2123.891820755962
89,base,89,17444,0.7952948271560669,0.80138,0.07310801793847348,0.07109682030555284,23.908278486982454,2091.3258153331253,3.406780242919922,3.406780242919922,1.3843967782974242,2147.9714652289986
90,base,90,17640,0.796472090549469,0.79896,0.07109682030555284,0.06909830056250528,23.932282298977952,2089.228238885319,3.406780242919922,3.406780242919922,1.3937498780059814,2172.0730045639793
91,base,91,17836,0.791823802318573,0.80372,0.06909830056250528,0.0671133353261417,23.965267809981015,2086.352649861734,3.406780242919922,3.406780242919922,1.4008942087554932,2196.196159910003
92,base,92,18032,0.7811937954902649,0.80782,0.0671133353261417,0.06514279526781852,23.99997990002157,2083.3350781245886,3.406780242919922,3.406780242919922,1.402557455215454,2220.3769351550145
93,base,93,18228,0.7795322396659851,0.80636,0.06514279526781852,0.06318754473153225,23.958025706990156,2086.9833187219456,3.406780242919922,3.406780242919922,1.4254819610595704,2244.509869996982
94,base,94,18424,0.7742455834960937,0.80772,0.06318754473153225,0.061248441354789726,23.960379550000653,2086.778295630072,3.406780242919922,3.406780242919922,1.4314850904846192,2268.651340276003
95,base,95,18620,0.7683688307571411,0.81192,0.061248441354789726,0.05932633569242,23.941276137018576,2088.443394322193,3.406780242919922,3.406780242919922,1.4412840798950195,2292.773155589006
96,base,96,18816,0.7617957717514038,0.81464,0.05932633569242,0.05742207084349276,23.937782411987428,2088.7482031318523,3.406780242919922,3.406780242919922,1.4578491021728515,2316.8706766680116
97,base,97,19012,0.7592662290382385,0.81428,0.05742207084349276,0.0555364820815073,23.948096432024613,2087.84861635756,3.406780242919922,3.406780242919922,1.4594015120697021,2341.00134793896
98,base,98,19208,0.7612488562202454,0.81526,0.0555364820815073,0.053670396488013875,23.997575963963754,2083.5437743830084,3.406780242919922,3.406780242919922,1.4772309996032715,2365.1812426290126
99,base,99,19404,0.7538014859771729,0.81624,0.053670396488013875,0.05182463258982848,23.98556921601994,2084.5867592170816,3.406780242919922,3.406780242919922,1.5078559792327881,2389.3266568990075
100,base,100,19600,0.7466687191390992,0.81902,0.05182463258982848,0.049999999999999996,23.949308244977146,2087.7429731393777,3.406780242919922,3.406780242919922,1.5064267285919188,2413.4590265579754
101,base,101,19796,0.7487433754730225,0.81758,0.049999999999999996,0.048197299062687014,24.004294220998418,2082.9606377787654,3.406780242919922,3.406780242919922,1.545112113571167,2437.6199349070084
102,base,102,19992,0.7423205455398559,0.8214,0.048197299062687014,0.04641732050210037,23.954714695981238,2087.2717807149775,3.406780242919922,3.406780242919922,1.538075654449463,2461.743773458991
103,base,103,20188,0.7342041592407227,0.8255,0.04641732050210037,0.04466084507566562,23.94451282604132,2088.1610899020475,3.406780242919922,3.406780242919922,1.5618944758605957,2485.8086046230164
104,base,104,20384,0.7294642398071289,0.82656,0.04466084507566562,0.04292864323155685,23.952051424013916,2087.5038682436552,3.406780242919922,3.406780242919922,1.5568614226531983,2509.9197996159783
105,base,105,20580,0.7225940467643738,0.82918,0.04292864323155685,0.04122147477075271,23.95034681801917,2087.6524411071255,3.406780242919922,3.406780242919922,1.5993519368743896,2534.050864204997
106,base,106,20776,0.7245834114265441,0.829,0.04122147477075271,0.039540088513762534,23.94743619300425,2087.906179059221,3.406780242919922,3.406780242919922,1.5883242468261718,2558.1810708050034
107,base,107,20972,0.7179912576675415,0.83132,0.039540088513762534,0.03788522197216899,23.95741419499973,2087.0365888834426,3.406780242919922,3.406780242919922,1.6183416345214843,2582.313910047
108,base,108,21168,0.7104321965789795,0.83504,0.03788522197216899,0.036257601025131043,23.94445428799372,2088.1661949201784,3.406780242919922,3.406780242919922,1.6367990383148194,2606.428113084985
109,base,109,21364,0.7056248784637451,0.83546,0.036257601025131043,0.0346579396009895,24.00817870598985,2082.6236180725114,3.406780242919922,3.406780242919922,1.644755087890625,2630.6167385759763
110,base,110,21560,0.6961366591644287,0.84302,0.0346579396009895,0.033086939364114186,23.942976340011228,2088.29509288888,3.406780242919922,3.406780242919922,1.653889958114624,2654.72802905197
111,base,111,21756,0.6912184506225586,0.84118,0.033086939364114186,0.03154528940713114,23.932561338995583,2089.203879675439,3.406780242919922,3.406780242919922,1.6885844916534425,2678.8326049919706
112,base,112,21952,0.6857000730514526,0.84488,0.03154528940713114,0.030033665948663458,23.96214186400175,2086.624821928579,3.406780242919922,3.406780242919922,1.6871605424499512,2702.9655759959714
113,base,113,22148,0.6811394591903687,0.8474,0.030033665948663458,0.028552732036719698,23.937063392950222,2088.810944734585,3.406780242919922,3.406780242919922,1.7222668785095214,2727.056694280007
114,base,114,22344,0.6753489809036255,0.84834,0.028552732036719698,0.02710313725785888,23.90504320297623,2091.608853222022,3.406780242919922,3.406780242919922,1.7184824057769776,2751.1203112779767
115,base,115,22540,0.6735890195465087,0.85008,0.02710313725785888,0.025685517452260578,23.978430378017947,2085.207380623093,3.406780242919922,3.406780242919922,1.7492438926696778,2775.2685431789723
116,base,116,22736,0.665811742362976,0.85396,0.025685517452260578,0.024300494434824384,23.977076818002388,2085.3250952784692,3.406780242919922,3.406780242919922,1.7662713262176513,2799.4147926460137
117,base,117,22932,0.6607781144714355,0.85402,0.024300494434824384,0.022948675722421097,23.89417945902096,2092.5598255320333,3.406780242919922,3.406780242919922,1.7800738010406494,2823.488231236988
118,base,118,23128,0.6537105937576294,0.85722,0.022948675722421097,0.021630654267416036,23.969906019978225,2085.9489377357777,3.406780242919922,3.406780242919922,1.8000543684387207,2847.628255088988
119,base,119,23324,0.6502279526519775,0.85836,0.021630654267416036,0.020347008197580382,23.967236905009486,2086.1812397552303,3.406780242919922,3.406780242919922,1.8335334256744384,2871.7501597380033
120,base,120,23520,0.6409521154212952,0.86308,0.020347008197580382,0.019098300562505274,23.928435741981957,2089.5640876463985,3.406780242919922,3.406780242919922,1.8413364108276367,2895.8535874880035
121,base,121,23716,0.6352477381706237,0.86404,0.019098300562505274,0.0178850790866296,23.984222821018193,2084.7037810282222,3.406780242919922,3.406780242919922,1.8644150969696045,2920.006814123015
122,base,122,23912,0.6327264892578125,0.8638,0.0178850790866296,0.016707875928990062,23.953050179989077,2087.416826846175,3.406780242919922,3.406780242919922,1.8765320853424072,2944.131086079986
123,base,123,24108,0.6271808332061768,0.8677,0.016707875928990062,0.015567207449798498,23.938351274002343,2088.698566901776,3.406780242919922,3.406780242919922,1.9037571335601806,2968.250274027989
124,base,124,24304,0.6210030354118348,0.8678,0.015567207449798498,0.014463573983949346,24.011608046013862,2082.326177579783,3.406780242919922,3.406780242919922,1.9248654578399658,2992.430965519976
125,base,125,24500,0.6117800024032592,0.87396,0.014463573983949346,0.013397459621556156,24.026625481958035,2081.024654816623,3.406780242919922,3.406780242919922,1.9323661761474609,3016.6186606239644
126,base,126,24696,0.6076459842300415,0.876,0.013397459621556156,0.012369331995613646,23.94812065199949,2087.846504808108,3.406780242919922,3.406780242919922,1.9586888690948487,3040.7122249609674
127,base,127,24892,0.605886724243164,0.87444,0.012369331995613646,0.01137964207687853,23.944074505008757,2088.199315849135,3.406780242919922,3.406780242919922,1.9894239248657226,3064.8322196569643
128,base,128,25088,0.5920043062210083,0.88226,0.01137964207687853,0.010428823976058736,23.93847363302484,2088.687890735916,3.406780242919922,3.406780242919922,1.9946974472045897,3088.9464380000136
129,base,129,25284,0.5927947468566894,0.88166,0.010428823976058736,0.009517294753398067,24.00453426304739,2082.9398084581903,3.406780242919922,3.406780242919922,2.0058664669036865,3113.122967452975
130,base,130,25480,0.5887900891876221,0.88318,0.009517294753398067,0.008645454235739928,23.960889415000565,2086.733890967245,3.406780242919922,3.406780242919922,2.02119009185791,3137.264978371968
131,base,131,25676,0.5774163417434692,0.88814,0.008645454235739928,0.00781368484114994,23.92953808302991,2089.4678295298336,3.406780242919922,3.406780242919922,2.040429736175537,3161.3779756239965
132,base,132,25872,0.5722975675010681,0.88998,0.00781368484114994,0.007022351411174867,23.911347628978547,2091.0573831231577,3.406780242919922,3.406780242919922,2.0487807138061522,3185.4710014919983
133,base,133,26068,0.5686481671142578,0.89024,0.007022351411174867,0.006271801050810856,23.945050548994914,2088.1141970317844,3.406780242919922,3.406780242919922,2.085107321624756,3209.5859535780037
134,base,134,26264,0.5627308005523681,0.89166,0.006271801050810856,0.005562362976251902,23.977481597976293,2085.289891504703,3.406780242919922,3.406780242919922,2.0822998287963865,3233.7289583680104
135,base,135,26460,0.5598838010597229,0.89358,0.005562362976251902,0.004894348370484648,23.95509772200603,2087.238406632262,3.406780242919922,3.406780242919922,2.097109179840088,3257.8714839289896
136,base,136,26656,0.5545942233657837,0.89684,0.004894348370484648,0.004268050246793277,23.89755746803712,2092.264034384049,3.406780242919922,3.406780242919922,2.1157970753479005,3281.8974448819645
137,base,137,26852,0.5500919193840027,0.8981,0.004268050246793277,0.00368374332023419,23.96019652497489,2086.794235927178,3.406780242919922,3.406780242919922,2.1116534048461912,3306.0374324789736
138,base,138,27048,0.5465056201457977,0.89776,0.00368374332023419,0.0031416838871368927,23.9561113959644,2087.150087656668,3.406780242919922,3.406780242919922,2.120032385406494,3330.175167627982
139,base,139,27244,0.5361608392333984,0.90382,0.0031416838871368927,0.0026421097126839714,23.980590282008052,2085.019568409605,3.406780242919922,3.406780242919922,2.122908885650635,3354.337778064015
140,base,140,27440,0.5355842221069336,0.90342,0.0026421097126839714,0.0021852399266194425,23.943844425026327,2088.219381668699,3.406780242919922,3.406780242919922,2.138560163269043,3378.451321333996
141,base,141,27636,0.5325227938652038,0.90492,0.0021852399266194425,0.0017712749271311392,23.964627637004014,2086.4083831118874,3.406780242919922,3.406780242919922,2.140053056335449,3402.598249880015
142,base,142,27832,0.5340209960651398,0.9044,0.0017712749271311392,0.0014003962929495018,23.973770251031965,2085.61271241213,3.406780242919922,3.406780242919922,2.159813917312622,3426.752813772997
143,base,143,28028,0.5305342135238648,0.9052,0.0014003962929495018,0.001072766703701167,23.95396879100008,2087.3367764754653,3.406780242919922,3.406780242919922,2.165766904220581,3450.886974841007
144,base,144,28224,0.5280135492897033,0.90586,0.001072766703701167,0.0007885298685522236,23.94695843703812,2087.9478340208057,3.406780242919922,3.406780242919922,2.1798473519134522,3475.0131606349605
145,base,145,28420,0.5257963634681702,0.90686,0.0007885298685522236,0.000547810463172671,23.958254166995175,2086.963417763547,3.406780242919922,3.406780242919922,2.1763751568603515,3499.153285334003
146,base,146,28616,0.5230422870635987,0.90902,0.000547810463172671,0.000350714075049563,23.932605670997873,2089.200009700208,3.406780242919922,3.406780242919922,2.1541471319580077,3523.2275928590097
147,base,147,28812,0.5253951760482788,0.90786,0.000350714075049563,0.00019732715717284412,23.924305944005027,2089.924786826639,3.406780242919922,3.406780242919922,2.169933346710205,3547.322651916009
148,base,148,29008,0.5185521409416198,0.9114,0.00019732715717284412,8.771699011416169e-05,23.977187056967523,2085.3155076617095,3.406780242919922,3.406780242919922,2.152758711853027,3571.481167597987
149,base,149,29204,0.5227356329536438,0.90914,8.771699011416169e-05,2.1931652515450042e-05,23.94257875700714,2088.329770466633,3.406780242919922,3.406780242919922,2.164605189590454,3595.5951435819734
150,base,150,29400,0.5215188208389282,0.9085,2.1931652515450042e-05,0.0,24.012294683023356,2082.2666329907197,3.406780242919922,3.406780242919922,2.149106240386963,3619.7722365579684
151,low_lr_finetune,1,29596,0.517115169725418,0.90968,1e-05,1e-05,23.976630635967012,2085.3639011728233,3.406780242919922,3.406780242919922,2.145984101638794,3643.9307713549933
152,low_lr_finetune,2,29792,0.5232248571014404,0.90758,0.00015499999999999997,0.00015499999999999997,23.956740180030465,2087.0953069682796,3.406780242919922,3.406780242919922,2.167167243270874,3668.087886591966
