epoch,phase,phase_epoch,global_step,train_loss,train_acc,lr_start,lr_end,epoch_time,images_per_second,peak_gpu_memory,gpu_peak_memory_gb,grad_norm,total_elapsed_time
153,low_lr_finetune,3,29988,0.5248523285865784,0.90842,0.0003,0.0003,23.93422857997939,2089.05834725019,3.406780242919922,3.406780242919922,2.180271454925537,3692.2210453749867
154,low_lr_finetune,4,30184,0.5259203009605408,0.90828,0.00029972724535638594,0.00029972724535638594,23.968014434038196,2086.113563457825,3.406780242919922,3.406780242919922,2.176541965484619,3716.4443620709935
155,low_lr_finetune,5,30380,0.5188337739944457,0.91022,0.00029890997667765903,0.00029890997667765903,23.98588282900164,2084.55950345694,3.406780242919922,3.406780242919922,2.1534536936950683,3740.688553465996
156,low_lr_finetune,6,30576,0.519574827594757,0.91044,0.0002975511760885979,0.0002975511760885979,23.951641289982945,2087.5396134506655,3.406780242919922,3.406780242919922,2.1571963864135744,3764.890274241974
157,low_lr_finetune,7,30772,0.5201830736541748,0.91128,0.00029565580170519477,0.00029565580170519477,23.90854010399198,2091.3029311920036,3.406780242919922,3.406780242919922,2.1515466345214844,3789.055819766014
158,low_lr_finetune,8,30968,0.5197739020919799,0.91008,0.00029323076954302756,0.00029323076954302756,23.97394230600912,2085.597744492252,3.406780242919922,3.406780242919922,2.1728344842529297,3813.284183787997
159,low_lr_finetune,9,31164,0.5195321870994568,0.91048,0.0002902849282814695,0.0002902849282814695,23.950804246996995,2087.612569681,3.406780242919922,3.406780242919922,2.1572793902587892,3837.4823817519937
160,low_lr_finetune,10,31360,0.5148693223953247,0.91186,0.00028682902697581747,0.00028682902697581747,23.945379698008765,2088.085494178147,3.406780242919922,3.406780242919922,2.1520589028930663,3861.682782767981
161,low_lr_finetune,11,31556,0.5192402666854858,0.91046,0.00028287567583515485,0.00028287567583515485,23.959477827011142,2086.8568322316114,3.406780242919922,3.406780242919922,2.1798698368835447,3885.894493267988
162,low_lr_finetune,12,31752,0.5154023728942871,0.91106,0.0002784393002090664,0.0002784393002090664,23.932692503964063,2089.1924296323245,3.406780242919922,3.406780242919922,2.1722204916381838,3910.082915633975
163,low_lr_finetune,13,31948,0.5217831090545654,0.90972,0.0002735360879511016,0.0002735360879511016,23.923658142972272,2089.9813774795903,3.406780242919922,3.406780242919922,2.1880742018890382,3934.262987134978
164,low_lr_finetune,14,32144,0.5172435517311096,0.91096,0.00026818393035105294,0.00026818393035105294,23.933850422967225,2089.0913545619624,3.406780242919922,3.406780242919922,2.175060224761963,3958.457343420014
165,low_lr_finetune,15,32340,0.5181273216915131,0.91126,0.0002624023568515796,0.0002624023568515796,23.991014247993007,2084.113638679649,3.406780242919922,3.406780242919922,2.1667124741363524,3982.708231091965
166,low_lr_finetune,16,32536,0.5189835898399353,0.91044,0.00025621246378738883,0.00025621246378738883,23.957540954987053,2087.0255463172607,3.406780242919922,3.406780242919922,2.176813001708984,4006.8993606519653
167,low_lr_finetune,17,32732,0.5177957295608521,0.91056,0.00024963683740699885,0.00024963683740699885,23.913223479990847,2090.8933520333217,3.406780242919922,3.406780242919922,2.195940547027588,4031.068653230963
168,low_lr_finetune,18,32928,0.5186828017234802,0.90996,0.00024269947145796718,0.00024269947145796718,23.991390077979304,2084.0809906172512,3.406780242919922,3.406780242919922,2.1936966194915772,4055.2940595640102
169,low_lr_finetune,19,33124,0.5188450220108032,0.91006,0.00023542567963630773,0.00023542567963630773,23.944260048971046,2088.1831344021275,3.406780242919922,3.406780242919922,2.193794776611328,4079.476186021988
170,low_lr_finetune,20,33320,0.5157449000167846,0.9112,0.00022784200321955965,0.00022784200321955965,23.941792342986446,2088.398365657327,3.406780242919922,3.406780242919922,2.171872703399658,4103.662786585977
171,low_lr_finetune,21,33516,0.5190514538002015,0.91016,0.00021997611422054335,0.00021997611422054335,23.957410472037736,2087.0369132072215,3.406780242919922,3.406780242919922,2.198870008239746,4127.859657043009
172,low_lr_finetune,22,33712,0.5180455605888367,0.91058,0.00021185671441518712,0.00021185671441518712,23.940084797970485,2088.54732228178,3.406780242919922,3.406780242919922,2.2048856143188478,4152.032512857986
173,low_lr_finetune,23,33908,0.514631167678833,0.91288,0.00020351343061285904,0.00020351343061285904,23.933008895022795,2089.164810798119,3.406780242919922,3.406780242919922,2.177275872039795,4176.212498863984
174,low_lr_finetune,24,34104,0.5144347548484802,0.91336,0.00019497670655135282,0.00019497670655135282,23.92817946197465,2089.586467681641,3.406780242919922,3.406780242919922,2.181526759490967,4200.397779493011
175,low_lr_finetune,25,34300,0.5176591925811768,0.91076,0.00018627769181098986,0.00018627769181098986,23.964200817979872,2086.445543491105,3.406780242919922,3.406780242919922,2.196416086273193,4224.578962678963
176,low_lr_finetune,26,34496,0.5174885860252381,0.91062,0.00017744812815317888,0.00017744812815317888,23.93353463697713,2089.1189186385527,3.406780242919922,3.406780242919922,2.1886180633544923,4248.77350164199
177,low_lr_finetune,27,34692,0.5164224833297729,0.91084,0.00016852023369817075,0.00016852023369817075,23.970871165045537,2085.8649506618804,3.406780242919922,3.406780242919922,2.200842964324951,4272.992072917987
178,low_lr_finetune,28,34888,0.5138557131576538,0.91212,0.00015952658536463174,0.00015952658536463174,23.99362733500311,2083.8866629831114,3.406780242919922,3.406780242919922,2.17779743850708,4297.185262285988
179,low_lr_finetune,29,35084,0.5149959651184082,0.91228,0.00015049999999999997,0.00015049999999999997,24.00891795003554,2082.5594932705408,3.406780242919922,3.406780242919922,2.1814881031036375,4321.432022121968
180,low_lr_finetune,30,35280,0.5146981546974182,0.91122,0.0001414734146353682,0.0001414734146353682,23.9239826729754,2089.9530267792807,3.406780242919922,3.406780242919922,2.187439036102295,4345.620572503016
181,low_lr_finetune,31,35476,0.512648314781189,0.9119,0.0001324797663018292,0.0001324797663018292,23.950502479972783,2087.6388727881426,3.406780242919922,3.406780242919922,2.2067691247558594,4369.8053478309885
182,low_lr_finetune,32,35672,0.5172580760192871,0.91104,0.00012355187184682107,0.00012355187184682107,23.9914140580222,2084.078907524048,3.406780242919922,3.406780242919922,2.214431824493408,4394.003330303007
183,low_lr_finetune,33,35868,0.5132387960243225,0.91276,0.00011472230818901014,0.00011472230818901014,23.96169771498535,2086.6634991697865,3.406780242919922,3.406780242919922,2.175185331726074,4418.227932772017
184,low_lr_finetune,34,36064,0.5173751131439209,0.91054,0.00010602329344864716,0.00010602329344864716,23.986347822006792,2084.5190927368453,3.406780242919922,3.406780242919922,2.213412138214111,4442.473769922974
185,low_lr_finetune,35,36260,0.5141646488952637,0.9132,9.748656938714089e-05,9.748656938714089e-05,23.953609110962134,2087.3681192834524,3.406780242919922,3.406780242919922,2.1866285977935793,4466.636347330001
186,low_lr_finetune,36,36456,0.5130055305480957,0.9133,8.914328558481287e-05,8.914328558481287e-05,23.970450337044895,2085.9015703483883,3.406780242919922,3.406780242919922,2.1836524269104003,4490.862023177964
187,low_lr_finetune,37,36652,0.5153690816116333,0.9125,8.102388577945658e-05,8.102388577945658e-05,23.955614979029633,2087.1933383371374,3.406780242919922,3.406780242919922,2.2016821083068847,4515.070069706999
188,low_lr_finetune,38,36848,0.5178063557815552,0.91098,7.315799678044028e-05,7.315799678044028e-05,23.948375373031013,2087.824297939914,3.406780242919922,3.406780242919922,2.215493473205566,4539.253277387994
189,low_lr_finetune,39,37044,0.5125932452774048,0.91286,6.55743203636922e-05,6.55743203636922e-05,23.927940719993785,2089.607316613788,3.406780242919922,3.406780242919922,2.1916684643554687,4563.438462676015
190,low_lr_finetune,40,37240,0.5131582890796661,0.9137,5.83005285420328e-05,5.83005285420328e-05,24.021405073988717,2081.4769096975883,3.406780242919922,3.406780242919922,2.1969682095336913,4587.733589631971
191,low_lr_finetune,41,37436,0.5129940602302552,0.9121,5.136316259300114e-05,5.136316259300114e-05,24.00778602802893,2082.657682038041,3.406780242919922,3.406780242919922,2.1970867709350586,4611.98915490997
192,low_lr_finetune,42,37632,0.5140674542427063,0.91244,4.478753621261114e-05,4.478753621261114e-05,23.98126076400513,2084.9612742232434,3.406780242919922,3.406780242919922,2.194508687286377,4636.214694379014
193,low_lr_finetune,43,37828,0.5128410512542725,0.91302,3.859764314842036e-05,3.859764314842036e-05,24.00058287900174,2083.2827374265694,3.406780242919922,3.406780242919922,2.201949433746338,4660.478547701961
194,low_lr_finetune,44,38024,0.5151190255737305,0.91242,3.2816069648947e-05,3.2816069648947e-05,23.96242825698573,2086.5998831075717,3.406780242919922,3.406780242919922,2.2050215187072753,4684.664310758992
195,low_lr_finetune,45,38220,0.5105786128425598,0.9137,2.746391204889837e-05,2.746391204889837e-05,23.929349315003492,2089.484312415066,3.406780242919922,3.406780242919922,2.1758990576934814,4708.84051040397
196,low_lr_finetune,46,38416,0.5125669697856903,0.91478,2.256069979093361e-05,2.256069979093361e-05,23.914501395018306,2090.781621331049,3.406780242919922,3.406780242919922,2.1891930850982666,4732.976778489014
197,low_lr_finetune,47,38612,0.5153318476486206,0.9121,1.812432416484513e-05,1.812432416484513e-05,23.935845368017908,2088.917238194058,3.406780242919922,3.406780242919922,2.204528648376465,4757.160632400017
198,low_lr_finetune,48,38808,0.5128250736427307,0.91246,1.4170973024182535e-05,1.4170973024182535e-05,23.981935454998165,2084.9026173815055,3.406780242919922,3.406780242919922,2.1848680177307127,4781.358810327016
199,low_lr_finetune,49,39004,0.5138885029983521,0.91276,1.0715071718530498e-05,1.0715071718530498e-05,23.99178048799513,2084.047077082033,3.406780242919922,3.406780242919922,2.1912158939361572,4805.612426918
200,low_lr_finetune,50,39200,0.5176242618370056,0.91032,7.769230456972432e-06,7.769230456972432e-06,23.92403724999167,2089.948259047181,3.406780242919922,3.406780242919922,2.2224073195648195,4829.786428438965
201,low_lr_finetune,51,39396,0.5114038823509216,0.913,5.344198294805223e-06,5.344198294805223e-06,23.98825464595575,2084.353394523834,3.406780242919922,3.406780242919922,2.178576605834961,4854.033463472966
202,low_lr_finetune,52,39592,0.5107933705711365,0.91378,3.4488239114020433e-06,3.4488239114020433e-06,23.901002946018707,2091.9624215321355,3.406780242919922,3.406780242919922,2.1778328203582764,4878.194907855999
203,low_lr_finetune,53,39788,0.5110657280540466,0.91384,2.0900233223409308e-06,2.0900233223409308e-06,23.966712865047157,2086.2268547857293,3.406780242919922,3.406780242919922,2.1733550482177733,4902.39668421098
204,low_lr_finetune,54,39984,0.51555541182518,0.91188,1.2727546436140343e-06,1.2727546436140343e-06,23.947477435984183,2087.9025832118973,3.406780242919922,3.406780242919922,2.203089508514404,4926.612227092963
205,low_lr_finetune,55,40180,0.5149224911117554,0.91246,1e-06,1e-06,23.984384440991562,2084.689733147594,3.406780242919922,3.406780242919922,2.1967901220703125,4950.789833293995
