run_name,model,train_split,params,epochs,optimizer,scheduler,lr,weight_decay,activation,dropout,best_val_epoch,best_val_acc,best_val_error,best_val_loss,selected_weights,final_val_acc,final_val_loss,final_train_acc,final_train_loss,mean_epoch_time,mean_images_per_second,gpu_peak_memory_gb,train_time_seconds,uses_validation_for_selection,uses_test_during_training,official_test_evaluated,checkpoint_selection_split,history_csv,best_checkpoint,last_checkpoint,split_file
baseline,simple_cnn,dev,620362,50,sgd,cosine,0.05,0.0005,relu,0.3,48,0.8786,0.12139999999999995,0.3632954325351864,raw,0.8776,0.36324245087951423,0.9003555555555556,0.28867274417347377,10.584655757818837,4251.99384787471,0.08511781692504883,530.486065879988,True,False,False,val,results/logs/baseline_history.csv,results/checkpoints/baseline_best_val.pt,results/checkpoints/baseline_last.pt,splits/cifar10_train45000_val5000_seed42.json
